title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,cost_score,city,district,safety_score,services_score,final_score,latitude,longitude,osm_data
Apartamento en alquiler en Ur. Villa Jardin,"Ur. Villa Jardin, San Luis, Lima, Lima ","S/.1,580",2 dormitorios,1 baño,70 m²,2020.0,,Apartamento,Alquiler,13 mar. 2023 - Publicado por Maria Bolognesi,https://www.properati.com.pe/detalle/14032-32-7610-879441525815-991b6bb0-b39c-4c43,1580.0,70.0,2,1,9.996610896610896,Lima,San Luis,5,6.379999999999999,7.3,-12.0736464,-76.9941006,"San Luis, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Lima,"Lima, Lima, Lima ","S/.1,100",2 dormitorios,1 baño,50 m²,2022.0,,Apartamento,Alquiler,6 feb. 2023 - Publicado por CBR GRUPO INMOBILIARIO S.A.C.,https://www.properati.com.pe/detalle/14032-32-87a2-4e50213a8b02-5466f069-84ea-4f8a,1100.0,50.0,2,1,9.996696696696697,Lima,Lima,5,6.539999999999999,7.3,-12.0459808,-77.0305912,"Lima, Lima Metropolitana, Lima, 15001, Perú"
Apartamento en alquiler en Ur. El Vivero,"Ur. El Vivero, Santiago de Surco, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,105 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 23 horas - Publicado por Century 21 Ambassador",https://www.properati.com.pe/detalle/14032-32-2857-fad090d91150-d5274f07-a500-343a,3100.0,105.0,3,3,9.995566995566996,Lima,Santiago de Surco,5,6.68,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. La Luz,"Ur. La Luz, Lima, Lima, Lima ","S/.2,200",2 dormitorios,1 baño,70 m²,2021.0,S/.1,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-5002-24d5984d7d82-946c548d-88ab-47af,2200.0,70.0,2,1,9.995280995280996,Lima,Lima,5,6.46,7.3,-12.0459808,-77.0305912,"Lima, Lima Metropolitana, Lima, 15001, Perú"
Apartamento en alquiler en Ur. Los Recaudadores,"Ur. Los Recaudadores, Ate, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,85 m²,2000.0,S/.150,Apartamento,Alquiler,23 mar. 2023 - Publicado por Javier Sánchez Agente Inmobiliario,https://www.properati.com.pe/detalle/14032-32-1cbe-bc6010987191-2cfde5d3-83da-4d65,2200.0,85.0,3,2,9.996113760819645,Lima,Ate,5,6.58,7.3,-12.0387281,-76.896873,"Ate, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","S/.1,750",3 dormitorios,2 baños,105 m²,2002.0,,Apartamento,Alquiler,9 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-8834-b43eeacf96f0-7fee4bab-a35c-4cf6,1750.0,105.0,3,2,9.997497497497497,Lima,Santiago de Surco,5,6.74,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","USD1,550",3 dormitorios,3 baños,217 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA",https://www.properati.com.pe/detalle/14032-32-d310-5da6e15e3d6a-2c461db0-be98-120d,5735.0,217.0,3,3,9.996031746031743,Lima,Santiago de Surco,5,6.68,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Oficina en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD4,000",14 dormitorios,5 baños,,2003.0,,Oficina,Alquiler,"Hace 1 día, 20 horas - Publicado por Lucia Chocano De Caravedo",https://www.properati.com.pe/detalle/14032-32-b1f5-b591e09c80c1-b0cdbdb4-9434-3279,14800.0,,14,5,5.0,Lima,Miraflores,9,8.32,7.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. El Carmen,"Ur. El Carmen, Pueblo Libre, Lima, Lima ",S/.700,1 dormitorio,1 baño,16 m²,2010.0,S/.45,Apartamento,Alquiler,12 mar. 2023 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-c13d-b5c9bedb7fa5-c5d0ef30-9e9b-120d,700.0,16.0,1,1,9.99343093093093,Lima,Pueblo Libre,6,4.68,7.3,-12.0778372,-77.062246,"Pueblo Libre, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Las Violetas,"Ur. Las Violetas, Santiago de Surco, Lima, Lima ","S/.4,775",3 dormitorios,2 baños,187 m²,1998.0,S/.350,Apartamento,Alquiler,24 ene. 2023 - Publicado por Doris Peñaranda,https://www.properati.com.pe/detalle/14032-32-3e27-4db864529614-3900156e-bb89-459f,4775.0,187.0,3,2,9.996165952048305,Lima,Santiago de Surco,5,6.42,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ","S/.1,400",3 dormitorios,2 baños,81 m²,2023.0,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-4818-78af0800564f-86633c39-b06f-4ccc,1400.0,81.0,3,2,9.997404812219626,Lima,Rimac,4,8.42,7.3,-12.0266773,-77.0340939,"Rímac, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Valle Hermoso Este,"Ur. Valle Hermoso Este, Santiago de Surco, Lima, Lima ","S/.2,700",3 dormitorios,3 baños,90 m²,1988.0,S/.110,Apartamento,Alquiler,"Hace 2 semanas, 22 horas - Publicado por Boris Bobbio Stihl",https://www.properati.com.pe/detalle/14032-32-3c93-c38c986cab18-224bf99-b7d7-4b26,2700.0,90.0,3,3,9.995495495495495,Lima,Santiago de Surco,5,6.52,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Mayorazgo Etapa Iv,"Ur. Mayorazgo Etapa Iv, Ate, Lima, Lima ","S/.1,600",2 dormitorios,1 baño,54 m²,2022.0,S/.100,Apartamento,Alquiler,18 nov. 2022 - Publicado por Astupropiedad,https://www.properati.com.pe/detalle/14032-32-255f-bbdd52ffd2b2-31c65255-a222-4f6d,1600.0,54.0,2,1,9.995551106662218,Lima,Ate,5,6.539999999999999,7.3,-12.0387281,-76.896873,"Ate, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Tambo De Monterrico,"Ur. Tambo De Monterrico, Santiago de Surco, Lima, Lima ",USD800,2 dormitorios,2 baños,72 m²,2013.0,S/.260,Apartamento,Alquiler,17 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-56fa-ce620b302ade-f87722fc-8f54-43a3,2960.0,72.0,2,2,9.993827160493828,Lima,Santiago de Surco,5,6.72,7.3,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Chaclacayo,"Chaclacayo, Lima, Lima ","S/.1,500",3 dormitorios,3 baños,135 m²,,,Casa,Alquiler,21 feb. 2023 - Publicado por Magnolia Quiñones INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-6707-571ed4f2c043-d3a93edc-81d8-45d6,1500.0,135.0,3,3,9.998331664998332,Lima,Chaclacayo,5,6.68,7.3,-11.9757399,-76.7698706,"Chaclacayo, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Carabayllo,"Carabayllo, Lima, Lima ",S/.600,2 dormitorios,1 baño,65 m²,2022.0,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-7323-7128994db1bf-bf56fdef-8afa-4dfb,600.0,65.0,2,1,9.998613998614,Lima,Carabayllo,5,6.539999999999999,7.3,-11.9007232,-77.0330337,"Carabayllo, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Trinidad,"Ur. Trinidad, Lima, Lima, Lima ","S/.3,500",5 dormitorios,3 baños,190 m²,1980.0,S/.1,Apartamento,Alquiler,29 nov. 2022 - Publicado por GABRIEL PAREJA Agente Inmobiliario,https://www.properati.com.pe/detalle/14032-32-6faf-202d13dd690e-5c97ac1f-b2bf-4061,3500.0,190.0,5,3,9.997234076181444,Lima,Lima,5,6.48,7.3,-12.0459808,-77.0305912,"Lima, Lima Metropolitana, Lima, 15001, Perú"
Apartamento en alquiler en Lo. Huertos Del Naranjal,"Lo. Huertos Del Naranjal, San Martín de Porres, Lima, Lima ","S/.1,000",2 dormitorios,1 baño,65 m²,2023.0,,Apartamento,Alquiler,15 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-f0a3-85b5011b425a-a9d1172c-ae32-40ac,1000.0,65.0,2,1,9.997689997689998,Lima,San Martín de Porres,5,6.62,7.3,-11.9814786,-77.0963114,"San Martín de Porres, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. La Campiña,"Ur. La Campiña, Chorrillos, Lima, Lima ","S/.1,600",3 dormitorios,2 baños,76 m²,,,Apartamento,Alquiler,Hace 1 día - Publicado por Patricia y Rogelio,https://www.properati.com.pe/detalle/14032-32-de19-59e83e2b10db-bceeb890-a46f-120d,1600.0,76.0,3,2,9.996838944207363,Lima,Chorrillos,5,5.779999999999999,7.2,-12.1709478,-77.02126,"Chorrillos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Lurigancho,"Lurigancho, Lima, Lima ",USD370,3 dormitorios,2 baños,85 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Remax Diamond",https://www.properati.com.pe/detalle/14032-32-d3cf-8f9aff4ff713-4601f7bf-a69a-4508,1369.0,85.0,3,2,9.997581699346403,Lima,Lurigancho,5,5.779999999999999,7.2,-11.948832,-76.7627012,"Lurigancho, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Los Cedros De Villa Etapa Viii,"Ur. Los Cedros De Villa Etapa Viii, Chorrillos, Lima, Lima ","S/.1,750",3 dormitorios,2 baños,100 m²,1995.0,,Apartamento,Alquiler,"Hace 3 semanas, 18 horas - Publicado por Leonardo Quispe",https://www.properati.com.pe/detalle/14032-32-cdcc-87e6a8297e90-f2c2e020-b445-120d,1750.0,100.0,3,2,9.997372372372372,Lima,Chorrillos,5,6.18,7.2,-12.1709478,-77.02126,"Chorrillos, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Carabayllo,"Carabayllo, Lima, Lima ",S/.900,2 dormitorios,1 baño,140 m²,2016.0,,Casa,Alquiler,"Hace 3 días, 16 horas - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-57d1-916628e3d571-830b42fb-8f05-4b20,900.0,140.0,2,1,9.999034749034749,Lima,Carabayllo,5,6.0600000000000005,7.2,-11.9007232,-77.0330337,"Carabayllo, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en As. Santa Clarita,"As. Santa Clarita, Ate, Lima, Lima ",S/.950,3 dormitorios,2 baños,74 m²,,,Apartamento,Alquiler,24 nov. 2022 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-a16a-c1828ec89989-fe7d8107-bbd8-42d6,950.0,74.0,3,2,9.998072396721046,Lima,Ate,5,5.779999999999999,7.2,-12.0242108,-76.9047829,"Avenida Santa Clarita, Ate, Lima, Lima Metropolitana, Lima, 15487, Perú"
Apartamento en alquiler en Ur. 28 De Julio,"Ur. 28 De Julio, Pueblo Libre, Lima, Lima ",USD550,2 dormitorios,1 baño,110 m²,,,Apartamento,Alquiler,"Hace 3 semanas, 17 horas - Publicado por Galls Bienes Raices",https://www.properati.com.pe/detalle/14032-32-3f89-79f7c8368796-81a12db3-961a-4b21,2035.0,110.0,2,1,9.997222222222222,Lima,Pueblo Libre,6,3.98,7.2,-12.0778372,-77.062246,"Pueblo Libre, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",USD680,3 dormitorios,2 baños,100 m²,,S/.236,Apartamento,Alquiler,20 ene. 2023 - Publicado por Zoila Loyola,https://www.properati.com.pe/detalle/14032-32-19e7-373cf3c72a6-217bde68-abe6-4c16,2516.0,100.0,3,2,9.996222222222222,Lima,Santiago de Surco,5,5.779999999999999,7.2,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Cerro Colorado,"Cerro Colorado, Arequipa, Arequipa ","S/.1,900",3 dormitorios,4 baños,108 m²,2022.0,,Apartamento,Alquiler,"Hace 2 semanas, 12 horas - Publicado por Avanza Gestion Inmobiliaria E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-83dc-3eff7823112-b283b2eb-b102-3838,1900.0,108.0,3,4,9.997358469580693,Arequipa,Cerro Colorado,3,9.84,7.2,-16.2979991,-71.573948,"Cerro Colorado, Arequipa, Perú"
Apartamento en alquiler en Ur. Maranga Etapa Iii,"Ur. Maranga Etapa Iii, San Miguel, Lima, Lima ","S/.1,600",2 dormitorios,1 baño,53 m²,1990.0,,Apartamento,Alquiler,3 mar. 2023 - Publicado por REMAX UNITED,https://www.properati.com.pe/detalle/14032-32-30f2-2c7a63c4abc-58b92a4c-b5fb-4960,1600.0,53.0,2,1,9.995467165278486,Lima,San Miguel,6,3.98,7.2,-12.0727512,-77.095353,"San Miguel, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Co. Santa Rosa De Quives,"Co. Santa Rosa De Quives, Santa Anita, Lima, Lima ","S/.1,600",3 dormitorios,2 baños,68 m²,,S/.170,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por RE/MAX PRO",https://www.properati.com.pe/detalle/14032-32-ec8f-7bb6ee593747-8b948000-a520-447e,1600.0,68.0,3,2,9.996467055290584,Lima,Santa Anita,5,5.779999999999999,7.2,-12.0494148,-76.9645757,"Santa Anita, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Nuevo Chorrillos,"Ur. Nuevo Chorrillos, Chorrillos, Lima, Lima ","S/.3,200",3 dormitorios,2 baños,107 m²,,S/.1,Casa,Alquiler,"Hace 2 semanas, 6 días - Publicado por Century 21 Platino",https://www.properati.com.pe/detalle/14032-32-9f2a-bfa8a1182dfe-fab2e7c5-b787-4456,3200.0,107.0,3,2,9.99550952821981,Lima,Chorrillos,5,5.779999999999999,7.2,-12.1709478,-77.02126,"Chorrillos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. La Calera De La Merced,"Ur. La Calera De La Merced, Surquillo, Lima, Lima ","S/.1,800",2 dormitorios,1 baño,70 m²,,S/.280,Apartamento,Alquiler,"Hace 5 días, 9 horas - Publicado por Agentes Asociados",https://www.properati.com.pe/detalle/14032-32-3f7e-c5d6ab5e3884-f2382ad6-9e80-4c36,1800.0,70.0,2,1,9.996138996138995,Lima,Surquillo,6,3.98,7.2,-12.1142159,-77.010462,"Surquillo, Lima, Lima Metropolitana, Lima, 15047, Perú"
Apartamento en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ",USD650,3 dormitorios,2 baños,170 m²,1990.0,S/.200,Apartamento,Alquiler,28 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-58bf-a75a26f50657-d3e8e44f-ab50-4c0f,2405.0,170.0,3,2,9.997875816993464,Lima,Santiago de Surco,5,5.779999999999999,7.2,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",USD800,3 dormitorios,2 baños,93 m²,,S/.200,Apartamento,Alquiler,9 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d7ce-ddfcdf65657c-ce6ed8b-b846-4237,2960.0,93.0,3,2,9.995221027479092,Lima,Jesús María,5,5.779999999999999,7.2,-12.0751522,-77.043904,"Jesús María, Lima, Lima Metropolitana, Lima, 15072, Perú"
Apartamento en alquiler en Ur. San Rafael,"Ur. San Rafael, Breña, Lima, Lima ","S/.1,100",2 dormitorios,1 baño,60 m²,2014.0,,Apartamento,Alquiler,30 ene. 2023 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-a079-bb34ba02ec8c-b04aa9b0-96c5-120d,1100.0,60.0,2,1,9.997247247247246,Lima,Breña,5,5.9,7.2,-12.0588096,-77.0458829,"Breña, Lima, Lima Metropolitana, Lima, 15083, Perú"
Casa en alquiler en Lima,"Lima, Lima, Lima ","USD1,200",4 dormitorios,3 baños,1 Medio baño,,,Casa,Alquiler,15 nov. 2022 - Publicado por María Ximena Velarde Jara,https://www.properati.com.pe/detalle/14032-32-950a-82212aaacea4-b67b88fc-935e-3aea,4440.0,1.0,4,3,9.333333333333334,Lima,Lima,5,7.279999999999999,7.2,-12.0459808,-77.0305912,"Lima, Lima Metropolitana, Lima, 15001, Perú"
Apartamento en alquiler en Lo. Parcelacion - Ex Fundo La Estrella Sector 23,"Lo. Parcelacion - Ex Fundo La Estrella Sector 23, Ate, Lima, Lima ","S/.1,000",3 dormitorios,2 baños,65 m²,,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-9fdc-cddfd1955206-c2575ccd-a329-4011,1000.0,65.0,3,2,9.997689997689998,Lima,Ate,5,5.779999999999999,7.2,-12.0387281,-76.896873,"Ate, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Cercado,"Cercado, Arequipa, Arequipa, Arequipa ","S/.3,100",3 dormitorios,4 baños,151 m²,2021.0,,Apartamento,Alquiler,7 feb. 2023 - Publicado por Inmuebles Peruanos,https://www.properati.com.pe/detalle/14032-32-7f7c-b5e0b5e8c66c-846e2c62-9f6e-341f,3100.0,151.0,3,4,9.996917447248572,Arequipa,Arequipa,3,9.76,7.2,-16.3988667,-71.5369607,"Arequipa, Perú"
Casa en alquiler en Asia,"Asia, Cañete, Lima ",USD600,4 dormitorios,4 baños,700 m²,2022.0,,Casa,Alquiler,11 feb. 2023 - Publicado por GG BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-6c9f-6183348c61ed-dc4bbfdc-84ca-4801,2220.0,700.0,4,4,9.99952380952381,Cañete,Asia,3,9.84,7.2,-12.8033662,-76.4899568,"Asia, Cañete, Lima, Perú"
Casa en alquiler en Chorrillos,"Chorrillos, Lima, Lima ","USD2,300",5 dormitorios,3 baños,194 m²,1962.0,S/.70,Casa,Alquiler,20 mar. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-98ae-591ec1d4ea75-d376fe09-8de7-489c,8510.0,194.0,5,3,9.993413516609392,Lima,Chorrillos,5,6.0,7.2,-12.1709478,-77.02126,"Chorrillos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santo Domingo V Etapa,"Ur. Santo Domingo V Etapa, Carabayllo, Lima, Lima ",S/.700,2 dormitorios,1 baño,55 m²,2015.0,,Apartamento,Alquiler,12 dic. 2022 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-7a01-572f2f094233-1d7a7320-af31-120d,700.0,55.0,2,1,9.998088998088996,Lima,Carabayllo,5,5.98,7.2,-11.9007232,-77.0330337,"Carabayllo, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Martín de Porres,"San Martín de Porres, Lima, Lima ","S/.1,100",3 dormitorios,2 baños,140 m²,,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Sheriel Herrera",https://www.properati.com.pe/detalle/14032-32-814e-be153ea6d77d-8672b741-bb51-4706,1100.0,140.0,3,2,9.998820248820248,Lima,San Martín de Porres,5,5.779999999999999,7.2,-11.9814786,-77.0963114,"San Martín de Porres, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Surquillo,"Surquillo, Provincia de Lima, Provincia de Lima ","USD350,000",2 dormitorios,2 baños,127 m²,2020.0,S/.550,Apartamento,Alquiler,2 jun. 2022 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-9c51-923a5e9a2bb0-572d30e1-bb48-4b6d,1295000.0,127.0,2,2,8.468941382327209,Provincia de Lima,Surquillo,6,7.279999999999999,7.2,-12.1142159,-77.010462,"Surquillo, Lima, Lima Metropolitana, Lima, 15047, Perú"
Apartamento en alquiler en Pj. Hacienda Pro,"Pj. Hacienda Pro, Los Olivos, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,77 m²,,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-3f89-e32784bc99ae-1edd2db8-b4af-465e,1500.0,77.0,3,2,9.997074997074996,Lima,Los Olivos,5,5.779999999999999,7.2,-11.9916722,-77.0709115,"Los Olivos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ah. Nuevo Lurin Iv Etapa,"Ah. Nuevo Lurin Iv Etapa, Lurin, Lima, Lima ","S/.1,350",2 dormitorios,1 baño,60 m²,2016.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-6767-e5e67f175a22-96e2af59-9b32-4b79,1350.0,60.0,2,1,9.99662162162162,Lima,Lurin,5,6.0600000000000005,7.2,-12.2733688,-76.8688896,"Lurín, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,400",2 dormitorios,2 baños,77 m²,2007.0,,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-154c-f9149cb1f2fb-7a81aa8a-85e4-499d,2400.0,77.0,2,2,9.995319995319996,Lima,Jesús María,5,6.24,7.2,-12.0751522,-77.043904,"Jesús María, Lima, Lima Metropolitana, Lima, 15072, Perú"
Casa de playa en alquiler en Ur. Punta Negra,"Ur. Punta Negra, Punta Negra, Lima, Lima ",USD800,3 dormitorios,2 baños,120 m²,1993.0,,Casa de playa,Alquiler,12 feb. 2023 - Publicado por RTA TECHNICONCEPT,https://www.properati.com.pe/detalle/14032-32-e704-c9ad113a8900-6d677976-a60e-4667,2960.0,120.0,3,2,9.996296296296295,Lima,Punta Negra,5,6.02,7.2,-12.2976816,-76.7085823,"Punta Negra, Lima, Lima Metropolitana, Lima, 15851, Perú"
Apartamento en alquiler en Carabayllo,"Carabayllo, Lima, Lima ","S/.1,000",2 dormitorios,1 baño,102 m²,2013.0,,Apartamento,Alquiler,24 feb. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-ce59-4f3523acbfcf-88d601b1-ab03-4e81,1000.0,102.0,2,1,9.99852793970441,Lima,Carabayllo,5,5.82,7.2,-11.9007232,-77.0330337,"Carabayllo, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Avitentel (Entel Peru),"Ur. Avitentel (Entel Peru), San Juan de Miraflores, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,98 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 15 horas - Publicado por JM HOME INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-f68b-e147f5ba34b5-f8dc033-9ac9-44a5,1500.0,98.0,3,2,9.997701783416067,Lima,San Juan de Miraflores,5,5.779999999999999,7.2,-12.1628581,-76.9635192,"San Juan de Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Pachacamac,"Pachacamac, Lima, Lima ","S/.1,200",2 dormitorios,1 baño,60 m²,2018.0,S/.50,Apartamento,Alquiler,"Hace 6 días, 18 horas - Publicado por REMAX LIBERTY",https://www.properati.com.pe/detalle/14032-32-b00-8bdf116291cf-f6fe9a9e-a118-40be,1200.0,60.0,2,1,9.996996996996996,Lima,Pachacamac,5,6.220000000000001,7.2,-12.2299109,-76.8593914,"Pachacámac, Santa Anita, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ","USD3,200",4 dormitorios,4 baños,1 Medio baño,2016.0,,Casa,Alquiler,17 feb. 2023 - Publicado por   Maria Cecilia Berastain Arenas ,https://www.properati.com.pe/detalle/14032-32-84b0-74d3ec0c94a9-98f938ff-92c3-3b6b,11840.0,1.0,4,4,8.222222222222221,Lima,Chorrillos,5,9.36,7.2,-12.1709478,-77.02126,"Chorrillos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ","USD1,357",3 dormitorios,4 baños,105 m²,2018.0,S/.380,Apartamento,Alquiler,9 oct. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-4840-f3e580f8b69c-884bb670-9398-120d,5020.900000000001,105.0,3,4,9.992820105820106,Provincia de Lima,Urb Cercado de Miraflores,3,9.52,7.1,-12.0459808,-77.0305912,"Lima, Lima Metropolitana, Lima, 15001, Perú"
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ","S/.1,650",1 dormitorio,1 baño,40 m²,2022.0,S/.1,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por NNK PERU SAC",https://www.properati.com.pe/detalle/14032-32-d5c4-7d4880c48aa7-86651e20-854b-120d,1650.0,40.0,1,1,9.993806306306306,Lima,Santiago de Surco,5,5.64,7.1,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ",USD950,1 dormitorio,1 baño,67 m²,2022.0,,Apartamento,Alquiler,12 ene. 2023 - Publicado por Asesoria Inmobiliaria Alkon,https://www.properati.com.pe/detalle/14032-32-b654-f966d258bcc-e07aa39d-b29f-46f8,3515.0,67.0,1,1,9.99212271973466,Lima,Santiago de Surco,5,5.64,7.1,-12.1251049,-76.9821605,"Santiago de Surco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en As. Apu,"As. Apu, Los Olivos, Lima, Lima ","S/.1,200",2 dormitorios,1 baño,80 m²,2010.0,,Apartamento,Alquiler,27 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-1133-1b646ba89264-a1ad34db-81f6-43da,1200.0,80.0,2,1,9.997747747747749,Lima,Los Olivos,5,5.58,7.1,-11.9916722,-77.0709115,"Los Olivos, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Mayorazgo Etapa Iv,"Ur. Mayorazgo Etapa Iv, Ate, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,120 m²,1998.0,S/.170,Apartamento,Alquiler,12 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-22e6-21be8ef1e441-b0fe8edc-947e-49b1,2000.0,120.0,2,2,9.997497497497497,Lima,Ate,5,5.52,7.1,-12.0387281,-76.896873,"Ate, Lima, Lima Metropolitana, Lima, Perú"
